8	0	0	0	1
9	0.333333333333333	0	0.305555555555556	0.361111111111111
10	0	0	0.53	0.47
11	0	0	0.532608695652174	0.467391304347826
12	0.117647058823529	0.176470588235294	0.147058823529412	0.558823529411765
14	0.0583333333333333	0.0916666666666667	0.341666666666667	0.508333333333333
16	0.51063829787234	0	0.48936170212766	0
17	0	0	0.521739130434783	0.478260869565217
18	0	0	0.57	0.43
19	0	0	0.521739130434783	0.478260869565217
20	0.0694444444444444	0	0.486111111111111	0.444444444444444
22	0	0	0.425	0.575
24	0.292134831460674	0.0449438202247191	0.49438202247191	0.168539325842697
25	0	0.0326086956521739	0.282608695652174	0.684782608695652
26	0	0.08	0.45	0.47
27	0	0.141304347826087	0.358695652173913	0.5
28	0.0416666666666667	0.166666666666667	0.416666666666667	0.375
30	0	0.108333333333333	0.291666666666667	0.6
32	0.246153846153846	0.0615384615384615	0.5	0.192307692307692
33	0	0.107142857142857	0.232142857142857	0.660714285714286
36	0.5	0.5	0	0
40	0.5	0.166666666666667	0	0.333333333333333
48	0.30952380952381	0.357142857142857	0	0.333333333333333
