8	0	1	0	0
9	0.333333333333333	0.416666666666667	0	0.25
10	0.2	0.59	0	0.21
11	0.271739130434783	0.467391304347826	0.0217391304347826	0.239130434782609
12	0.294117647058824	0.647058823529412	0	0.0588235294117647
14	0.175	0.541666666666667	0.025	0.258333333333333
16	0.468085106382979	0.531914893617021	0	0
17	0.25	0.489130434782609	0	0.260869565217391
18	0.44	0.36	0	0.2
19	0.5	0.33695652173913	0.0108695652173913	0.152173913043478
20	0.416666666666667	0.527777777777778	0	0.0555555555555556
22	0.383333333333333	0.4	0.0166666666666667	0.2
24	0.561797752808989	0.303370786516854	0.101123595505618	0.0337078651685393
25	0.5	0.239130434782609	0.0326086956521739	0.228260869565217
26	0.45	0.31	0.01	0.23
27	0.543478260869565	0.25	0.0108695652173913	0.195652173913043
28	0.416666666666667	0.444444444444444	0.0555555555555556	0.0833333333333333
30	0.416666666666667	0.425	0.025	0.133333333333333
32	0.592307692307692	0.315384615384615	0.0692307692307692	0.0230769230769231
33	0.339285714285714	0.178571428571429	0.178571428571429	0.303571428571429
36	0.5	0.5	0	0
40	0.880952380952381	0.107142857142857	0.0119047619047619	0
48	0.595238095238095	0.214285714285714	0.19047619047619	0
